Date (ISO Year Week),Country/Territory,Cost
"Aug 7, 2023 to Aug 13, 2023 (Week 32)",Italy,0.98
"Aug 7, 2023 to Aug 13, 2023 (Week 32)",Sweden,0.66
"Aug 7, 2023 to Aug 13, 2023 (Week 32)",Canada,7108.575789
"Aug 7, 2023 to Aug 13, 2023 (Week 32)",United States,57043.4224
"Aug 7, 2023 to Aug 13, 2023 (Week 32)",Switzerland,0.49
"Aug 7, 2023 to Aug 13, 2023 (Week 32)",France,22.43
"Aug 7, 2023 to Aug 13, 2023 (Week 32)",Belgium,1.15
"Aug 7, 2023 to Aug 13, 2023 (Week 32)",Spain,2.08
"Aug 7, 2023 to Aug 13, 2023 (Week 32)",Türkiye,0.84
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Germany,472.42
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Norway,3.51
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",France,484.52
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Andorra,3.16
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Switzerland,82.13
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Portugal,17.34
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Netherlands,218.58
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Austria,4.71
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Belgium,13.24
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Spain,18.74
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",United Kingdom,2358.03778
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Denmark,8
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Italy,138.107683
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Israel,59.93
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Sweden,62.54
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Canada,6263.24598
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Finland,7.66
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",Ireland,6.87
"Aug 5, 2024 to Aug 11, 2024 (Week 32)",United States,40125.90317
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Japan,13.46
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Malaysia,48.06
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",South Africa,404
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Finland,3.19
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Philippines,64.53
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",United Kingdom,154.96
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Singapore,10.79
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Sweden,22.4
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Spain,16.64
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Italy,45.98
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Germany,39.32
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Canada,783.67
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Türkiye,34.57
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Ireland,15.68
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Indonesia,51.22
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",United States,4521.67
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Australia,56.88
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Thailand,26.68
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Poland,17.66
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",New Zealand,12.14
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Vietnam,16.74
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Norway,9.56
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",Switzerland,4.74
"Aug 30, 2021 to Sep 5, 2021 (Week 35)",France,31.27
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Sweden,175.74
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Finland,31.35
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Philippines,174.86
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Spain,476.34
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Indonesia,41.9
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Singapore,62.18
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",United States,12589.21449
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Canada,1220.53
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Germany,395.07
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",New Zealand,46.04
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Australia,294.26
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Isle of Man,13.2
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Poland,126.91
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Japan,60.31
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",France,179.69
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Türkiye,162.74
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Vietnam,27.69
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Italy,239.99
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Switzerland,168.37
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Malaysia,27.95
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",United Kingdom,2300.72
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Thailand,20.05
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",South Africa,283.65
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Ireland,66.35
"Aug 29, 2022 to Sep 4, 2022 (Week 35)",Norway,142.112962
"Aug 28, 2023 to Sep 3, 2023 (Week 35)",United States,27574.41746
"Aug 28, 2023 to Sep 3, 2023 (Week 35)",Canada,3663.165331
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Netherlands,48.23
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Germany,561.564267
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Finland,0.23
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Spain,77.9
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Canada,6397.203263
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Switzerland,6.23
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Belgium,11.68
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Denmark,163.25
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Portugal,43.43
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Austria,0.16
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Norway,0.01
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Israel,67.92
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",France,316.79
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",United Kingdom,3243.162471
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Sweden,31.46
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",United States,36882.71848
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Ireland,83.74
"Aug 26, 2024 to Sep 1, 2024 (Week 35)",Italy,210.08
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",United Kingdom,114.38
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Sweden,21.02
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",France,14.92
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",South Africa,463.82
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Finland,9.92
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Spain,34.15
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Vietnam,12.34
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Canada,498.74
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Philippines,53.34
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Japan,8.67
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Malaysia,41.35
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Singapore,10.44
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Australia,39.54
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Norway,5.3
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Indonesia,42.56
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Türkiye,25.09
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Germany,22.06
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Italy,22.04
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",United States,3472.56
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",New Zealand,11.88
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Thailand,25.39
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Ireland,9.08
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Poland,8.28
"Aug 23, 2021 to Aug 29, 2021 (Week 34)",Switzerland,7.49
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Canada,1870.440867
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Poland,56.07
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Indonesia,22.15
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Türkiye,70.54
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Malaysia,9.64
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Singapore,11.18
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Sweden,108.7
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Germany,243.73
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Australia,161.2
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Vietnam,16.11
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Thailand,3.37
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",South Africa,160.44
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Philippines,99.82
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Italy,82.13
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",United States,14333.61347
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Spain,116.71
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",France,140.85
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Switzerland,50.41
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Japan,42.88
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",United Kingdom,1105.21
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Ireland,17.59
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Norway,28
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",New Zealand,20.23
"Aug 22, 2022 to Aug 28, 2022 (Week 34)",Finland,10.88
"Aug 21, 2023 to Aug 27, 2023 (Week 34)",United States,42348.88923
"Aug 21, 2023 to Aug 27, 2023 (Week 34)",Canada,4994.496179
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",France,22.78
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Thailand,15.4
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Malaysia,36.25
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",United States,3914.72
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Switzerland,8.69
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Finland,16.08
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Italy,47.6
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Singapore,10.21
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Ireland,21.13
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Indonesia,58.86
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Norway,19.38
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Vietnam,11.55
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",New Zealand,11.26
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",United Kingdom,269.43
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Poland,26.25
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",South Africa,865.68
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Australia,31.19
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Türkiye,43.36
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Philippines,55.33
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Sweden,39.99
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Spain,59.58
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Germany,47.64
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Japan,7.57
"Aug 2, 2021 to Aug 8, 2021 (Week 31)",Canada,577.8
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",France,205
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Italy,151.06
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Norway,0.06
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Austria,5.11
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Canada,6023.667201
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Belgium,0.62
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Ireland,14.7
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Germany,781.4
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Sweden,25.97
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Netherlands,105.49
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",United Kingdom,3048.310151
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Portugal,18.61
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Spain,20.6
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Israel,33.29
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Denmark,11.78
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",United States,37166.17158
"Aug 19, 2024 to Aug 25, 2024 (Week 34)",Switzerland,8.19
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Poland,14.04
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Malaysia,44.02
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Ireland,19.86
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",New Zealand,7.26
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Italy,30.66
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Japan,8.02
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Germany,21.74
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Türkiye,46.64
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",United Kingdom,135.53
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Indonesia,55.89
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Singapore,11.79
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Canada,333.89
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",United States,2552.02
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",France,17.97
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",South Africa,606.41
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Sweden,33.7
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Switzerland,7.25
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Vietnam,17.49
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Philippines,56.84
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Norway,22.67
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Finland,11.08
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Australia,52.06
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Thailand,17.45
"Aug 16, 2021 to Aug 22, 2021 (Week 33)",Spain,32.96
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",United States,16277.93806
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",United Kingdom,1000.71
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Singapore,22.16
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Poland,26.64
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Canada,1880.85
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Türkiye,16.53
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Finland,2.15
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Sweden,55.74
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Germany,227.76
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Australia,122.69
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Italy,43.91
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Vietnam,28.12
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Norway,13.55
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Thailand,2.33
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",South Africa,134.62
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Ireland,51.01
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Philippines,95.68
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Malaysia,74.36
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Indonesia,35.64
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Spain,104.84
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",France,86.57
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",New Zealand,15.04
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Switzerland,11.09
"Aug 15, 2022 to Aug 21, 2022 (Week 33)",Japan,30.22
"Aug 14, 2023 to Aug 20, 2023 (Week 33)",United States,51072.39504
"Aug 14, 2023 to Aug 20, 2023 (Week 33)",Canada,6397.188734
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Italy,130.33
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",United Kingdom,2258.956885
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Denmark,12.38
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Israel,96.84
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Spain,11.21
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Belgium,7.84
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Portugal,7.43
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Netherlands,103.09
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Sweden,5.03
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Finland,12.31
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Germany,580.250838
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Ireland,10.98
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Austria,10.17
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",United States,36805.4644
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Canada,5851.279756
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",France,184.88
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Iceland,1.36
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Norway,19.33
"Aug 12, 2024 to Aug 18, 2024 (Week 33)",Switzerland,149.29
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Japan,65.28
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Sweden,196.88
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Poland,222.85
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Canada,2911.511332
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Spain,549.815239
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Thailand,20.18
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Malaysia,56.8
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Switzerland,239.58
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Türkiye,339.07
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Vietnam,60.1
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Norway,118.43
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",France,532.43
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Philippines,239.9
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Singapore,57.17
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Ireland,200.62
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Indonesia,36.9
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Australia,368.51
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Italy,411.903465
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",United Kingdom,4708.155
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",South Africa,1068.412598
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Germany,853.96
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Finland,81.35
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",Isle of Man,1.75
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",United States,22070.95235
"Aug 1, 2022 to Aug 7, 2022 (Week 31)",New Zealand,67.88
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",Spain,9.82
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",France,145.04
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",Austria,52.09
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",Ireland,1.82
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",Norway,2.44
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",Germany,233.05
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",Portugal,0.3
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",United States,34494.4217
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",Canada,4146.898544
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",Switzerland,98.99
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",Israel,0.76
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",Sweden,0.7
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",Italy,132.69
"Apr 8, 2024 to Apr 14, 2024 (Week 15)",United Kingdom,1018.05
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Sweden,63.739481
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",United Kingdom,2694.409176
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Italy,152.67348
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Netherlands,182.94
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Iceland,7.9
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Switzerland,73.279767
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Canada,3161.079582
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Israel,120.06
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Spain,206.593616
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Germany,503.227124
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Denmark,34.56
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Norway,11.24
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",United States,27481.70704
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Austria,14.32
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",France,124.94
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Portugal,41.57
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Belgium,99.697738
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Finland,58.13
"Apr 7, 2025 to Apr 13, 2025 (Week 15)",Ireland,75.35
"Apr 5, 2021 to Apr 11, 2021 (Week 14)",United States,10306.46786
"Apr 5, 2021 to Apr 11, 2021 (Week 14)",Canada,24.43
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Poland,303.54
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Italy,785.41
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Singapore,43.65
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",United Kingdom,4802.17
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Finland,162.21
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Türkiye,401.46
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",South Africa,2046.93
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Spain,721.17
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",United States,22787.41997
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Isle of Man,14.52
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Vietnam,34.54
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Switzerland,261.74
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",France,640.33
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Philippines,148.85
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Sweden,426.87
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Japan,117.17
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Thailand,22.11
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",New Zealand,30.09
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Malaysia,85.17
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Indonesia,77.93
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Australia,303.78
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Germany,1118.42
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Ireland,313.8
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Norway,214.73
"Apr 4, 2022 to Apr 10, 2022 (Week 14)",Canada,2755.46
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Ireland,339.22
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Luxembourg,29.35814
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Italy,1068.645715
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Norway,102.862041
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Türkiye,240.946867
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",United States,30164.38992
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",France,479.678482
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Austria,166.13
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Finland,49.491379
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Poland,157.662351
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Sweden,358.679906
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Canada,3807.036811
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Switzerland,377.225
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Spain,498.616484
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",United Kingdom,3923.398331
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Germany,848.039816
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",Belgium,176.01
"Apr 3, 2023 to Apr 9, 2023 (Week 14)",South Africa,868.62728
"Apr 29, 2024 to May 5, 2024 (Week 18)",Italy,275.78
"Apr 29, 2024 to May 5, 2024 (Week 18)",Israel,10.41
"Apr 29, 2024 to May 5, 2024 (Week 18)",Spain,0.7
"Apr 29, 2024 to May 5, 2024 (Week 18)",United States,40956.13266
"Apr 29, 2024 to May 5, 2024 (Week 18)",Canada,5161.815274
"Apr 29, 2024 to May 5, 2024 (Week 18)",United Kingdom,2013.298633
"Apr 29, 2024 to May 5, 2024 (Week 18)",Portugal,4.36
"Apr 29, 2024 to May 5, 2024 (Week 18)",Belgium,2.84
